Time(s),Delta_X(km),Delta_Y(km),Delta_Z(km),Delta_VX(km/s),Delta_VY(km/s),Delta_VZ(km/s)
1960.0000,7.7758932901e-01,1.1830695830e+00,-4.1973145336e-01,9.5654841098e-05,2.0063891646e-04,-5.9200568991e-04
1970.0000,7.7858181576e-01,1.1850678515e+00,-4.2568340604e-01,1.0285634317e-04,1.9903196227e-04,-5.9839015946e-04
1980.0000,7.7964674960e-01,1.1870505751e+00,-4.3169937561e-01,1.1014385880e-04,1.9753011914e-04,-6.0480870952e-04
1990.0000,7.8078498810e-01,1.1890188130e+00,-4.3777969951e-01,1.1751695086e-04,1.9613505061e-04,-6.1126072680e-04
2000.0000,7.8199738406e-01,1.1909736411e+00,-4.4392470877e-01,1.2497516193e-04,1.9484841855e-04,-6.1774558229e-04
2010.0000,7.8328478543e-01,1.1929161519e+00,-4.5013472785e-01,1.3251801427e-04,1.9367188273e-04,-6.2426263133e-04
2020.0000,7.8464803514e-01,1.1948474541e+00,-4.5641007462e-01,1.4014500977e-04,1.9260710054e-04,-6.3081121359e-04
2030.0000,7.8608797103e-01,1.1967686734e+00,-4.6275106026e-01,1.4785562984e-04,1.9165572654e-04,-6.3739065307e-04
2040.0000,7.8760542582e-01,1.1986809519e+00,-4.6915798922e-01,1.5564933542e-04,1.9081941216e-04,-6.4400025812e-04
2050.0000,7.8920122705e-01,1.2005854481e+00,-4.7563115921e-01,1.6352556688e-04,1.9009980526e-04,-6.5063932144e-04
2060.0000,7.9087619712e-01,1.2024833376e+00,-4.8217086122e-01,1.7148374400e-04,1.8949854979e-04,-6.5730712009e-04
2070.0000,7.9263115331e-01,1.2043758124e+00,-4.8877737956e-01,1.7952326589e-04,1.8901728542e-04,-6.6400291553e-04
2080.0000,7.9446690786e-01,1.2062640810e+00,-4.9545099191e-01,1.8764351095e-04,1.8865764708e-04,-6.7072595362e-04
2090.0000,7.9638426808e-01,1.2081493692e+00,-5.0219196939e-01,1.9584383685e-04,1.8842126467e-04,-6.7747546461e-04
2100.0000,7.9838403647e-01,1.2100329190e+00,-5.0900057672e-01,2.0412358044e-04,1.8830976259e-04,-6.8425066324e-04
2110.0000,8.0046701084e-01,1.2119159897e+00,-5.1587707229e-01,2.1248205777e-04,1.8832475936e-04,-6.9105074868e-04
2120.0000,8.0263396275e-01,1.2137998498e+00,-5.2282169139e-01,2.2091856487e-04,1.8846786904e-04,-6.9787490508e-04
2130.0000,8.0488565353e-01,1.2156857838e+00,-5.2983465856e-01,2.2943237724e-04,1.8874069963e-04,-7.0472230130e-04
2140.0000,8.0722286669e-01,1.2175751020e+00,-5.3691621297e-01,2.3802274837e-04,1.8914484992e-04,-7.1159209022e-04
2150.0000,8.0964636321e-01,1.2194691249e+00,-5.4406657369e-01,2.4668891150e-04,1.8968191275e-04,-7.1848340963e-04
2160.0000,8.1215689623e-01,1.2213691893e+00,-5.5128595098e-01,2.5543007907e-04,1.9035347345e-04,-7.2539538212e-04
2170.0000,8.1475521154e-01,1.2232766477e+00,-5.5857454676e-01,2.6424544271e-04,1.9116110940e-04,-7.3232711501e-04
2180.0000,8.1744204718e-01,1.2251928690e+00,-5.6593255427e-01,2.7313417324e-04,1.9210638971e-04,-7.3927770051e-04
2190.0000,8.2021813308e-01,1.2271192376e+00,-5.7336015780e-01,2.8209542070e-04,1.9319087486e-04,-7.4624621570e-04
2200.0000,8.2308419064e-01,1.2290571538e+00,-5.8085753238e-01,2.9112831431e-04,1.9441611634e-04,-7.5323172263e-04
2210.0000,8.2604093244e-01,1.2310080330e+00,-5.8842484361e-01,3.0023196257e-04,1.9578365629e-04,-7.6023326839e-04
2220.0000,8.2908906192e-01,1.2329733061e+00,-5.9606224736e-01,3.0940545320e-04,1.9729502717e-04,-7.6724988516e-04
2230.0000,8.3222927307e-01,1.2349544193e+00,-6.0376988963e-01,3.1864785323e-04,1.9895175140e-04,-7.7428059031e-04
2240.0000,8.3546225024e-01,1.2369528335e+00,-6.1154790632e-01,3.2795820897e-04,2.0075534096e-04,-7.8132438645e-04
2250.0000,8.3878866786e-01,1.2389700247e+00,-6.1939642310e-01,3.3733554610e-04,2.0270729707e-04,-7.8838026150e-04
2260.0000,8.4220919028e-01,1.2410074839e+00,-6.2731555525e-01,3.4677886965e-04,2.0480910982e-04,-7.9544718883e-04
2270.0000,8.4572447161e-01,1.2430667165e+00,-6.3530540759e-01,3.5628716408e-04,2.0706225776e-04,-8.0252412726e-04
2280.0000,8.4933515554e-01,1.2451492429e+00,-6.4336607433e-01,3.6585939329e-04,2.0946820760e-04,-8.0961002121e-04
2290.0000,8.5304187531e-01,1.2472565978e+00,-6.5149763904e-01,3.7549450067e-04,2.1202841376e-04,-8.1670380079e-04
2300.0000,8.5684525355e-01,1.2493903306e+00,-6.5970017459e-01,3.8519140916e-04,2.1474431805e-04,-8.2380438183e-04
2310.0000,8.6074590231e-01,1.2515520053e+00,-6.6797374314e-01,3.9494902129e-04,2.1761734928e-04,-8.3091066604e-04
2320.0000,8.6474442298e-01,1.2537432003e+00,-6.7631839610e-01,4.0476621920e-04,2.2064892287e-04,-8.3802154110e-04
2330.0000,8.6884140633e-01,1.2559655082e+00,-6.8473417422e-01,4.1464186477e-04,2.2384044048e-04,-8.4513588072e-04
2340.0000,8.7303743258e-01,1.2582205365e+00,-6.9322110755e-01,4.2457479960e-04,2.2719328962e-04,-8.5225254477e-04
2350.0000,8.7733307142e-01,1.2605099067e+00,-7.0177921559e-01,4.3456384511e-04,2.3070884326e-04,-8.5937037941e-04
2360.0000,8.8172888214e-01,1.2628352550e+00,-7.1040850733e-01,4.4460780257e-04,2.3438845945e-04,-8.6648821713e-04
2370.0000,8.8622541364e-01,1.2651982319e+00,-7.1910898128e-01,4.5470545324e-04,2.3823348094e-04,-8.7360487694e-04
2380.0000,8.9082318540e-01,1.2676004914e+00,-7.2788061135e-01,4.6485555888e-04,2.4224523654e-04,-8.8071916461e-04
2390.0000,8.9552270534e-01,1.2700437021e+00,-7.3672336002e-01,4.7505686150e-04,2.4642503923e-04,-8.8782987272e-04
2400.0000,9.0032448975e-01,1.2725295572e+00,-7.4563719333e-01,4.8530808272e-04,2.5077418389e-04,-8.9493578046e-04
2410.0000,9.0522903045e-01,1.2750597556e+00,-7.5462205650e-01,4.9560792479e-04,2.5529394986e-04,-9.0203565412e-04
2420.0000,9.1023680654e-01,1.2776360096e+00,-7.6367788258e-01,5.0595507042e-04,2.5998559956e-04,-9.0912824711e-04
2430.0000,9.1534828431e-01,1.2802600441e+00,-7.7280459242e-01,5.1634818282e-04,2.6485037811e-04,-9.1621230011e-04
2440.0000,9.2056391690e-01,1.2829335968e+00,-7.8200209444e-01,5.2678590587e-04,2.6988951303e-04,-9.2328654119e-04
2450.0000,9.2588414394e-01,1.2856584177e+00,-7.9127028439e-01,5.3726686420e-04,2.7510421388e-04,-9.3034968596e-04
2460.0000,9.3130939125e-01,1.2884362686e+00,-8.0060904512e-01,5.4778966329e-04,2.8049567196e-04,-9.3740043770e-04
2470.0000,9.3684007058e-01,1.2912689233e+00,-8.1001824646e-01,5.5835288961e-04,2.8606505994e-04,-9.4443748751e-04
2480.0000,9.4247657931e-01,1.2941581671e+00,-8.1949774497e-01,5.6895511072e-04,2.9181353155e-04,-9.5145951447e-04
2490.0000,9.4821930023e-01,1.2971057966e+00,-8.2904738384e-01,5.7959487542e-04,2.9774222128e-04,-9.5846518576e-04
2500.0000,9.5406860134e-01,1.3001136194e+00,-8.3866699271e-01,5.9027071385e-04,3.0385224396e-04,-9.6545315684e-04
2510.0000,9.6002483563e-01,1.3031834542e+00,-8.4835638760e-01,6.0098113765e-04,3.1014469454e-04,-9.7242207159e-04
2520.0000,9.6608834097e-01,1.3063171301e+00,-8.5811537079e-01,6.1172464006e-04,3.1662064766e-04,-9.7937056251e-04
2530.0000,9.7225943994e-01,1.3095164871e+00,-8.6794373072e-01,6.2249969608e-04,3.2328115736e-04,-9.8629725079e-04
2540.0000,9.7853843974e-01,1.3127833754e+00,-8.7784124197e-01,6.3330476263e-04,3.3012725675e-04,-9.9320074659e-04
2550.0000,9.8492563208e-01,1.3161196554e+00,-8.8780766520e-01,6.4413827864e-04,3.3715995765e-04,-1.0000796491e-03
2560.0000,9.9142129316e-01,1.3195271980e+00,-8.9784274712e-01,6.5499866525e-04,3.4438025028e-04,-1.0069325468e-03
2570.0000,9.9802568363e-01,1.3230078838e+00,-9.0794622050e-01,6.6588432593e-04,3.5178910291e-04,-1.0137580177e-03
2580.0000,1.0047390486e+00,1.3265636035e+00,-9.1811780421e-01,6.7679364665e-04,3.5938746151e-04,-1.0205546291e-03
2590.0000,1.0115616175e+00,1.3301962578e+00,-9.2835720321e-01,6.8772499604e-04,3.6717624946e-04,-1.0273209383e-03
2600.0000,1.0184936045e+00,1.3339077570e+00,-9.3866410864e-01,6.9867672553e-04,3.7515636715e-04,-1.0340554927e-03
2610.0000,1.0255352082e+00,1.3377000213e+00,-9.4903819790e-01,7.0964716952e-04,3.8332869169e-04,-1.0407568295e-03
2620.0000,1.0326866113e+00,1.3415749801e+00,-9.5947913428e-01,7.2063464557e-04,3.9169407662e-04,-1.0474234764e-03
2630.0000,1.0399479647e+00,1.3455345594e+00,-9.6998655567e-01,7.3163745481e-04,4.0025335319e-04,-1.0540539517e-03
2640.0000,1.0473194108e+00,1.3495807003e+00,-9.8056009131e-01,7.4265388178e-04,4.0900732778e-04,-1.0606467643e-03
2650.0000,1.0548010822e+00,1.3537153578e+00,-9.9119936058e-01,7.5368219460e-04,4.1795678159e-04,-1.0672004139e-03
2660.0000,1.0623930887e+00,1.3579404902e+00,-1.0019039641e+00,7.6472064534e-04,4.2710247170e-04,-1.0737133914e-03
2670.0000,1.0700955228e+00,1.3622580636e+00,-1.0126734876e+00,7.7576747017e-04,4.3644513017e-04,-1.0801841792e-03
2680.0000,1.0779084596e+00,1.3666700512e+00,-1.0235075016e+00,7.8682088953e-04,4.4598546380e-04,-1.0866112507e-03
2690.0000,1.0858319560e+00,1.3711784334e+00,-1.0344055614e+00,7.9787910831e-04,4.5572415382e-04,-1.0929930716e-03
2700.0000,1.0938660513e+00,1.3757851973e+00,-1.0453672068e+00,8.0894031611e-04,4.6566185565e-04,-1.0993280989e-03
2710.0000,1.1020107662e+00,1.3804923361e+00,-1.0563919622e+00,8.2000268735e-04,4.7579919860e-04,-1.1056147822e-03
2720.0000,1.1102661034e+00,1.3853018494e+00,-1.0674793365e+00,8.3106438157e-04,4.8613678557e-04,-1.1118515632e-03
2730.0000,1.1186320466e+00,1.3902157424e+00,-1.0786288227e+00,8.4212354358e-04,4.9667519285e-04,-1.1180368761e-03
2740.0000,1.1271085611e+00,1.3952360260e+00,-1.0898398982e+00,8.5317830370e-04,5.0741496979e-04,-1.1241691479e-03
2750.0000,1.1356955932e+00,1.4003647163e+00,-1.1011120246e+00,8.6422677797e-04,5.1835663854e-04,-1.1302467985e-03
2760.0000,1.1443930704e+00,1.4056038344e+00,-1.1124446476e+00,8.7526706835e-04,5.2950069380e-04,-1.1362682412e-03
2770.0000,1.1532009011e+00,1.4109554065e+00,-1.1238371969e+00,8.8629726300e-04,5.4084760254e-04,-1.1422318824e-03
2780.0000,1.1621189747e+00,1.4164214631e+00,-1.1352890866e+00,8.9731543645e-04,5.5239780376e-04,-1.1481361224e-03
2790.0000,1.1711471613e+00,1.4220040394e+00,-1.1467997147e+00,9.0831964985e-04,5.6415170817e-04,-1.1539793551e-03
2800.0000,1.1802853120e+00,1.4277051747e+00,-1.1583684632e+00,9.1930795120e-04,5.7610969803e-04,-1.1597599687e-03
2810.0000,1.1895332586e+00,1.4335269126e+00,-1.1699946985e+00,9.3027837561e-04,5.8827212677e-04,-1.1654763457e-03
2820.0000,1.1988908137e+00,1.4394713003e+00,-1.1816777708e+00,9.4122894552e-04,6.0063931884e-04,-1.1711268629e-03
2830.0000,1.2083577666e+00,1.4455403845e+00,-1.1934170121e+00,9.5215767088e-04,6.1321156983e-04,-1.1767098922e-03
2840.0000,1.2179338885e+00,1.4517362170e+00,-1.2052117388e+00,9.6306254954e-04,6.2598914571e-04,-1.1822238003e-03
2850.0000,1.2276189316e+00,1.4580608529e+00,-1.2170612523e+00,9.7394156736e-04,6.3897228268e-04,-1.1876669492e-03
2860.0000,1.2374126270e+00,1.4645163487e+00,-1.2289648366e+00,9.8479269855e-04,6.5216118713e-04,-1.1930376963e-03
2870.0000,1.2473146856e+00,1.4711047629e+00,-1.2409217593e+00,9.9561390585e-04,6.6555603534e-04,-1.1983343948e-03
2880.0000,1.2573247981e+00,1.4778281559e+00,-1.2529312719e+00,1.0064031409e-03,6.7915697322e-04,-1.2035553941e-03
2890.0000,1.2674426346e+00,1.4846885892e+00,-1.2649926090e+00,1.0171583443e-03,6.9296411614e-04,-1.2086990394e-03
2900.0000,1.2776678444e+00,1.4916881255e+00,-1.2771049891e+00,1.0278774462e-03,7.0697754874e-04,-1.2137636726e-03
2910.0000,1.2880000562e+00,1.4988288280e+00,-1.2892676136e+00,1.0385583662e-03,7.2119732467e-04,-1.2187476324e-03
2920.0000,1.2984388779e+00,1.5061127604e+00,-1.3014796675e+00,1.0491990139e-03,7.3562346646e-04,-1.2236492542e-03
2930.0000,1.3089838961e+00,1.5135419863e+00,-1.3137403192e+00,1.0597972889e-03,7.5025596528e-04,-1.2284668708e-03
2940.0000,1.3196346765e+00,1.5211185689e+00,-1.3260487201e+00,1.0703510814e-03,7.6509478076e-04,-1.2331988124e-03
2950.0000,1.3303907635e+00,1.5288445708e+00,-1.3384040050e+00,1.0808582722e-03,7.8013984080e-04,-1.2378434068e-03
2960.0000,1.3412516803e+00,1.5367220539e+00,-1.3508052920e+00,1.0913167332e-03,7.9539104140e-04,-1.2423989801e-03
2970.0000,1.3522169288e+00,1.5447530785e+00,-1.3632516824e+00,1.1017243274e-03,8.1084824646e-04,-1.2468638563e-03
2980.0000,1.3632859896e+00,1.5529397040e+00,-1.3757422608e+00,1.1120789096e-03,8.2651128761e-04,-1.2512363580e-03
2990.0000,1.3744583217e+00,1.5612839878e+00,-1.3882760952e+00,1.1223783262e-03,8.4237996402e-04,-1.2555148066e-03
3000.0000,1.3857333630e+00,1.5697879854e+00,-1.4008522366e+00,1.1326204158e-03,8.5845404223e-04,-1.2596975225e-03
3010.0000,1.3971105301e+00,1.5784537503e+00,-1.4134697199e+00,1.1428030096e-03,8.7473325600e-04,-1.2637828253e-03
3020.0000,1.4085892179e+00,1.5872833337e+00,-1.4261275630e+00,1.1529239314e-03,8.9121730611e-04,-1.2677690342e-03
3030.0000,1.4201687971e+00,1.5962787798e+00,-1.4388247655e+00,1.1629809978e-03,9.0790586058e-04,-1.2716544682e-03
3040.0000,1.4318486182e+00,1.6054421321e+00,-1.4515603112e+00,1.1729720190e-03,9.2479855405e-04,-1.2754374464e-03
3050.0000,1.4436280103e+00,1.6147754305e+00,-1.4643331674e+00,1.1828947988e-03,9.4189498775e-04,-1.2791162881e-03
3060.0000,1.4555062796e+00,1.6242807099e+00,-1.4771422843e+00,1.1927471348e-03,9.5919472947e-04,-1.2826893133e-03
3070.0000,1.4674827107e+00,1.6339600010e+00,-1.4899865953e+00,1.2025268188e-03,9.7669731339e-04,-1.2861548428e-03
3080.0000,1.4795565661e+00,1.6438153300e+00,-1.5028650170e+00,1.2122316373e-03,9.9440223992e-04,-1.2895111987e-03
3090.0000,1.4917270860e+00,1.6538487178e+00,-1.5157764495e+00,1.2218593716e-03,1.0123089756e-03,-1.2927567044e-03
3100.0000,1.5039934887e+00,1.6640621797e+00,-1.5287197758e+00,1.2314077979e-03,1.0304169530e-03,-1.2958896851e-03
3110.0000,1.5163549701e+00,1.6744577256e+00,-1.5416938625e+00,1.2408746882e-03,1.0487255705e-03,-1.2989084677e-03
3120.0000,1.5288107036e+00,1.6850373585e+00,-1.5546975591e+00,1.2502578102e-03,1.0672341925e-03,-1.3018113816e-03
3130.0000,1.5413598404e+00,1.6958030752e+00,-1.5677296988e+00,1.2595549275e-03,1.0859421488e-03,-1.3045967586e-03
3140.0000,1.5540015092e+00,1.7067568655e+00,-1.5807890976e+00,1.2687638005e-03,1.1048487352e-03,-1.3072629333e-03
3150.0000,1.5667348161e+00,1.7179007117e+00,-1.5938745553e+00,1.2778821860e-03,1.1239532128e-03,-1.3098082433e-03
3160.0000,1.5795588450e+00,1.7292365886e+00,-1.6069848548e+00,1.2869078379e-03,1.1432548080e-03,-1.3122310297e-03
3170.0000,1.5924726569e+00,1.7407664632e+00,-1.6201187624e+00,1.2958385077e-03,1.1627527127e-03,-1.3145296369e-03
3180.0000,1.6054752909e+00,1.7524922940e+00,-1.6332750280e+00,1.3046719444e-03,1.1824460843e-03,-1.3167024136e-03
3190.0000,1.6185657631e+00,1.7644160314e+00,-1.6464523851e+00,1.3134058952e-03,1.2023340449e-03,-1.3187477124e-03
3200.0000,1.6317430675e+00,1.7765396169e+00,-1.6596495507e+00,1.3220381056e-03,1.2224156821e-03,-1.3206638904e-03
3210.0000,1.6450061758e+00,1.7888649829e+00,-1.6728652255e+00,1.3305663198e-03,1.2426900485e-03,-1.3224493095e-03
3220.0000,1.6583540373e+00,1.8013940530e+00,-1.6860980941e+00,1.3389882812e-03,1.2631561615e-03,-1.3241023365e-03
3230.0000,1.6717855791e+00,1.8141287411e+00,-1.6993468251e+00,1.3473017323e-03,1.2838130037e-03,-1.3256213438e-03
3240.0000,1.6852997051e+00,1.8270709495e+00,-1.7126100702e+00,1.3555044156e-03,1.3046595224e-03,-1.3270047090e-03
3250.0000,1.6988952926e+00,1.8402225634e+00,-1.7258864629e+00,1.3635940732e-03,1.3256946306e-03,-1.3282508155e-03
3260.0000,1.7125712025e+00,1.8535854673e+00,-1.7391746237e+00,1.3715684481e-03,1.3469172052e-03,-1.3293580532e-03
3270.0000,1.7263262703e+00,1.8671615295e+00,-1.7524731559e+00,1.3794252837e-03,1.3683260885e-03,-1.3303248182e-03
3280.0000,1.7401593091e+00,1.8809526067e+00,-1.7657806467e+00,1.3871623245e-03,1.3899200874e-03,-1.3311495133e-03
3290.0000,1.7540691097e+00,1.8949605438e+00,-1.7790956672e+00,1.3947773166e-03,1.4116979735e-03,-1.3318305482e-03
3300.0000,1.7680544405e+00,1.9091871736e+00,-1.7924167732e+00,1.4022680075e-03,1.4336584836e-03,-1.3323663402e-03
3310.0000,1.7821140472e+00,1.9236343162e+00,-1.8057425042e+00,1.4096321471e-03,1.4558003187e-03,-1.3327553137e-03
3320.0000,1.7962466534e+00,1.9383037785e+00,-1.8190713844e+00,1.4168674877e-03,1.4781221451e-03,-1.3329959012e-03
3330.0000,1.8104509599e+00,1.9531973540e+00,-1.8324019223e+00,1.4239717842e-03,1.5006225936e-03,-1.3330865433e-03
3340.0000,1.8247256451e+00,1.9683168220e+00,-1.8457326105e+00,1.4309427948e-03,1.5233002598e-03,-1.3330256889e-03
3350.0000,1.8390693651e+00,1.9836639476e+00,-1.8590619264e+00,1.4377782810e-03,1.5461537043e-03,-1.3328117955e-03
3360.0000,1.8534807532e+00,1.9992404809e+00,-1.8723883320e+00,1.4444760082e-03,1.5691814525e-03,-1.3324433296e-03
3370.0000,1.8679584207e+00,2.0150481572e+00,-1.8857102737e+00,1.4510337461e-03,1.5923819946e-03,-1.3319187671e-03
3380.0000,1.8825009563e+00,2.0310886962e+00,-1.8990261830e+00,1.4574492686e-03,1.6157537859e-03,-1.3312365931e-03
3390.0000,1.8971069264e+00,2.0473638021e+00,-1.9123344761e+00,1.4637203548e-03,1.6392952464e-03,-1.3303953027e-03
3400.0000,1.9117748755e+00,2.0638751630e+00,-1.9256335543e+00,1.4698447887e-03,1.6630047614e-03,-1.3293934009e-03
3410.0000,1.9265033257e+00,2.0806244509e+00,-1.9389218038e+00,1.4758203602e-03,1.6868806809e-03,-1.3282294032e-03
3420.0000,1.9412907773e+00,2.0976133212e+00,-1.9521975963e+00,1.4816448648e-03,1.7109213203e-03,-1.3269018356e-03
3430.0000,1.9561357087e+00,2.1148434128e+00,-1.9654592887e+00,1.4873161045e-03,1.7351249599e-03,-1.3254092352e-03
3440.0000,1.9710365767e+00,2.1323163478e+00,-1.9787052238e+00,1.4928318878e-03,1.7594898453e-03,-1.3237501500e-03
3450.0000,1.9859918165e+00,2.1500337312e+00,-1.9919337297e+00,1.4981900302e-03,1.7840141873e-03,-1.3219231398e-03
3460.0000,2.0009998418e+00,2.1679971511e+00,-2.0051431206e+00,1.5033883547e-03,1.8086961621e-03,-1.3199267759e-03
3470.0000,2.0160590453e+00,2.1862081781e+00,-2.0183316968e+00,1.5084246917e-03,1.8335339111e-03,-1.3177596417e-03
3480.0000,2.0311677931e+00,2.2046683526e+00,-2.0314977419e+00,1.5132968797e-03,1.8585255423e-03,-1.3154203327e-03
3490.0000,2.0463244306e+00,2.2233791996e+00,-2.0446395260e+00,1.5180027654e-03,1.8836691289e-03,-1.3129074568e-03
3500.0000,2.0615272872e+00,2.2423422360e+00,-2.0577553079e+00,1.5225402046e-03,1.9089627092e-03,-1.3102196353e-03
3510.0000,2.0767746670e+00,2.2615589499e+00,-2.0708433312e+00,1.5269070619e-03,1.9344042880e-03,-1.3073555022e-03
3520.0000,2.0920648532e+00,2.2810308100e+00,-2.0839018259e+00,1.5311012114e-03,1.9599918359e-03,-1.3043137047e-03
3530.0000,2.1073961082e+00,2.3007592656e+00,-2.0969290086e+00,1.5351205371e-03,1.9857232896e-03,-1.3010929041e-03
3540.0000,2.1227666732e+00,2.3207457455e+00,-2.1099230826e+00,1.5389629329e-03,2.0115965519e-03,-1.2976917753e-03
3550.0000,2.1381747687e+00,2.3409916578e+00,-2.1228822381e+00,1.5426263035e-03,2.0376094920e-03,-1.2941090074e-03
3560.0000,2.1536185941e+00,2.3614983892e+00,-2.1358046523e+00,1.5461085641e-03,2.0637599457e-03,-1.2903433040e-03
3570.0000,2.1690963282e+00,2.3822673045e+00,-2.1486884896e+00,1.5494076414e-03,2.0900457151e-03,-1.2863933835e-03
3580.0000,2.1846061290e+00,2.4032997463e+00,-2.1615319015e+00,1.5525214734e-03,2.1164645693e-03,-1.2822579790e-03
3590.0000,2.2001461339e+00,2.4245970343e+00,-2.1743330268e+00,1.5554480101e-03,2.1430142443e-03,-1.2779358392e-03
3600.0000,2.2157144597e+00,2.4461604655e+00,-2.1870899922e+00,1.5581852137e-03,2.1696924432e-03,-1.2734257278e-03
3610.0000,2.2313092030e+00,2.4679913130e+00,-2.1998009117e+00,1.5607310590e-03,2.1964968363e-03,-1.2687264246e-03
3620.0000,2.2469284399e+00,2.4900908264e+00,-2.2124638873e+00,1.5630835335e-03,2.2234250615e-03,-1.2638367253e-03
3630.0000,2.2625702264e+00,2.5124602313e+00,-2.2250770090e+00,1.5652406382e-03,2.2504747239e-03,-1.2587554417e-03
3640.0000,2.2782325986e+00,2.5351007289e+00,-2.2376383551e+00,1.5672003877e-03,2.2776433969e-03,-1.2534814024e-03
3650.0000,2.2939135727e+00,2.5580134961e+00,-2.2501459919e+00,1.5689608105e-03,2.3049286215e-03,-1.2480134525e-03
3660.0000,2.3096111454e+00,2.5811996849e+00,-2.2625979747e+00,1.5705199493e-03,2.3323279069e-03,-1.2423504542e-03
3670.0000,2.3253232938e+00,2.6046604227e+00,-2.2749923472e+00,1.5718758616e-03,2.3598387307e-03,-1.2364912871e-03
3680.0000,2.3410479759e+00,2.6283968118e+00,-2.2873271421e+00,1.5730266199e-03,2.3874585388e-03,-1.2304348481e-03
3690.0000,2.3567831307e+00,2.6524099296e+00,-2.2996003813e+00,1.5739703119e-03,2.4151847461e-03,-1.2241800522e-03
3700.0000,2.3725266784e+00,2.6767008284e+00,-2.3118100760e+00,1.5747050412e-03,2.4430147361e-03,-1.2177258321e-03
3710.0000,2.3882765207e+00,2.7012705355e+00,-2.3239542270e+00,1.5752289272e-03,2.4709458615e-03,-1.2110711391e-03
3720.0000,2.4040305412e+00,2.7261200529e+00,-2.3360308247e+00,1.5755401060e-03,2.4989754442e-03,-1.2042149428e-03
3730.0000,2.4197866054e+00,2.7512503579e+00,-2.3480378497e+00,1.5756367301e-03,2.5271007757e-03,-1.1971562318e-03
3740.0000,2.4355425605e+00,2.7766624000e+00,-2.3599732727e+00,1.5755169692e-03,2.5553191172e-03,-1.1898940136e-03
3750.0000,2.4512962252e+00,2.8023570658e+00,-2.3718350511e+00,1.5751790093e-03,2.5836277025e-03,-1.1824273137e-03
3760.0000,2.4670454095e+00,2.8283352512e+00,-2.3836211352e+00,1.5746210551e-03,2.6120237332e-03,-1.1747551783e-03
3770.0000,2.4827879075e+00,2.8545978253e+00,-2.3953294668e+00,1.5738413293e-03,2.6405043817e-03,-1.1668766732e-03
3780.0000,2.4985214919e+00,2.8811456169e+00,-2.4069579776e+00,1.5728380726e-03,2.6690667915e-03,-1.1587908837e-03
3790.0000,2.5142439186e+00,2.9079794276e+00,-2.4185045905e+00,1.5716095445e-03,2.6977080775e-03,-1.1504969156e-03
3800.0000,2.5299529261e+00,2.9351000311e+00,-2.4299672191e+00,1.5701540234e-03,2.7264253255e-03,-1.1419938948e-03
3810.0000,2.5456462359e+00,2.9625081726e+00,-2.4413437687e+00,1.5684698070e-03,2.7552155933e-03,-1.1332809677e-03
3820.0000,2.5613215528e+00,2.9902045685e+00,-2.4526321360e+00,1.5665552127e-03,2.7840759101e-03,-1.1243573019e-03
3830.0000,2.5769765650e+00,3.0181899053e+00,-2.4638302095e+00,1.5644085780e-03,2.8130032777e-03,-1.1152220858e-03
3840.0000,2.5926089438e+00,3.0464648395e+00,-2.4749358697e+00,1.5620282605e-03,2.8419946701e-03,-1.1058745290e-03
3850.0000,2.6082163447e+00,3.0750299972e+00,-2.4859469894e+00,1.5594126383e-03,2.8710470340e-03,-1.0963138626e-03
3860.0000,2.6237964066e+00,3.1038859734e+00,-2.4968614338e+00,1.5565601104e-03,2.9001572895e-03,-1.0865393393e-03
3870.0000,2.6393467526e+00,3.1330333317e+00,-2.5076770606e+00,1.5534690972e-03,2.9293223297e-03,-1.0765502337e-03
3880.0000,2.6548649901e+00,3.1624726044e+00,-2.5183917205e+00,1.5501380403e-03,2.9585390215e-03,-1.0663458425e-03
3890.0000,2.6703487110e+00,3.1922042917e+00,-2.5290032573e+00,1.5465654033e-03,2.9878042060e-03,-1.0559254846e-03
3900.0000,2.6857954916e+00,3.2222288615e+00,-2.5395095079e+00,1.5427496718e-03,3.0171146983e-03,-1.0452885012e-03
3910.0000,2.7012028933e+00,3.2525467496e+00,-2.5499083031e+00,1.5386893538e-03,3.0464672882e-03,-1.0344342563e-03
3920.0000,2.7165684627e+00,3.2831583594e+00,-2.5601974670e+00,1.5343829801e-03,3.0758587406e-03,-1.0233621369e-03
3930.0000,2.7318897316e+00,3.3140640613e+00,-2.5703748180e+00,1.5298291042e-03,3.1052857953e-03,-1.0120715528e-03
